Document Name: bmlv_6.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Tuesday, January 29, 2019 22:19:09
Last Modified: Tuesday, January 29, 2019 23:14:04
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,55.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,Undetermined,,,,,,
A2,,Rota,Standard,Undetermined,,,,,,
A3,,Rota,Standard,9.61,,1.00e+008,,,,
A4,,Rota,Standard,9.03,,1.00e+008,,,,
A5,,Rota,Standard,16.26,,1.00e+006,,,,
A6,,Rota,Standard,17.06,,1.00e+006,,,,
A7,,Rota,Standard,23.83,,10000.00,,,,
A8,,Rota,Standard,23.74,,10000.00,,,,
A9,,Rota,Standard,30.46,,100.00,,,,
A10,,Rota,Standard,31.54,,100.00,,,,
A11,,Rota,NTC,34.06,,,,,,
A12,,Rota,NTC,Undetermined,,,,,,
B1,13_61,Rota,Unknown,Undetermined,,,,,,
B2,13_61,Rota,Unknown,Undetermined,,,,,,
B3,13_62,Rota,Unknown,Undetermined,,,,,,
B4,13_62,Rota,Unknown,35.19,,6.97,,,,
B5,13_63,Rota,Unknown,Undetermined,,,,,,
B6,13_63,Rota,Unknown,35.16,,7.09,,,,
B7,13_64,Rota,Unknown,34.00,0.086,14.89,14.33,7.86e-001,,
B8,13_64,Rota,Unknown,34.12,0.086,13.78,14.33,7.86e-001,,
B9,13_65,Rota,Unknown,Undetermined,,,,,,
B10,13_65,Rota,Unknown,Undetermined,,,,,,
B11,13_66,Rota,Unknown,35.54,,5.59,,,,
B12,13_66,Rota,Unknown,Undetermined,,,,,,
C1,13_67,Rota,Unknown,26.62,0.052,1651.43,1613.38,53.802,,
C2,13_67,Rota,Unknown,26.69,0.052,1575.34,1613.38,53.802,,
C3,13_68,Rota,Unknown,28.21,0.030,597.61,605.93,11.772,,
C4,13_68,Rota,Unknown,28.17,0.030,614.26,605.93,11.772,,
C5,13_69,Rota,Unknown,27.11,0.312,1211.05,1408.23,278.852,,
C6,13_69,Rota,Unknown,26.67,0.312,1605.41,1408.23,278.852,,
C7,13_70,Rota,Unknown,25.36,0.041,3691.19,3760.52,98.054,,
C8,13_70,Rota,Unknown,25.30,0.041,3829.86,3760.52,98.054,,
C9,13_71,Rota,Unknown,38.17,,1.04,,,,
C10,13_71,Rota,Unknown,Undetermined,,,,,,
C11,13_72,Rota,Unknown,Undetermined,,,,,,
C12,13_72,Rota,Unknown,Undetermined,,,,,,
D1,13_73,Rota,Unknown,Undetermined,,,,,,
D2,13_73,Rota,Unknown,35.36,,6.26,,,,
D3,13_74,Rota,Unknown,35.55,0.036,5.54,5.63,1.30e-001,,
D4,13_74,Rota,Unknown,35.50,0.036,5.72,5.63,1.30e-001,,
D5,13_75,Rota,Unknown,Undetermined,,,,,,
D6,13_75,Rota,Unknown,Undetermined,,,,,,
D7,13_76,Rota,Unknown,Undetermined,,,,,,
D8,13_76,Rota,Unknown,Undetermined,,,,,,
D9,13_77,Rota,Unknown,Undetermined,,,,,,
D10,13_77,Rota,Unknown,Undetermined,,,,,,
D11,13_78,Rota,Unknown,Undetermined,,,,,,
D12,13_78,Rota,Unknown,35.52,,5.65,,,,
E1,13_79,Rota,Unknown,Undetermined,,,,,,
E2,13_79,Rota,Unknown,35.48,,5.78,,,,
E3,13_80,Rota,Unknown,37.04,,2.13,,,,
E4,13_80,Rota,Unknown,Undetermined,,,,,,
E5,13_81,Rota,Unknown,Undetermined,,,,,,
E6,13_81,Rota,Unknown,37.02,,2.17,,,,
E7,13_82,Rota,Unknown,33.76,0.086,17.39,16.74,9.19e-001,,
E8,13_82,Rota,Unknown,33.88,0.086,16.09,16.74,9.19e-001,,
E9,13_83,Rota,Unknown,31.42,0.252,77.21,87.06,13.930,,
E10,13_83,Rota,Unknown,31.06,0.252,96.91,87.06,13.930,,
E11,13_84,Rota,Unknown,30.65,0.237,126.55,141.63,21.331,,
E12,13_84,Rota,Unknown,30.31,0.237,156.71,141.63,21.331,,
F1,13_85,Rota,Unknown,35.52,,5.66,,,,
F2,13_85,Rota,Unknown,Undetermined,,,,,,
F3,13_86,Rota,Unknown,30.08,0.133,182.21,193.78,16.369,,
F4,13_86,Rota,Unknown,29.89,0.133,205.35,193.78,16.369,,
F5,13_87,Rota,Unknown,Undetermined,,,,,,
F6,13_87,Rota,Unknown,Undetermined,,,,,,
F7,13_88,Rota,Unknown,34.77,0.304,9.09,8.00,1.541,,
F8,13_88,Rota,Unknown,35.20,0.304,6.91,8.00,1.541,,
F9,13_89,Rota,Unknown,Undetermined,,,,,,
F10,13_89,Rota,Unknown,Undetermined,,,,,,
F11,13_90,Rota,Unknown,Undetermined,,,,,,
F12,13_90,Rota,Unknown,35.40,,6.11,,,,
G1,13_91,Rota,Unknown,36.17,,3.73,,,,
G2,13_91,Rota,Unknown,Undetermined,,,,,,
G3,13_92,Rota,Unknown,Undetermined,,,,,,
G4,13_92,Rota,Unknown,Undetermined,,,,,,
G5,13_93,Rota,Unknown,35.18,,7.02,,,,
G6,13_93,Rota,Unknown,Undetermined,,,,,,
G7,13_94,Rota,Unknown,Undetermined,,,,,,
G8,13_94,Rota,Unknown,36.79,,2.51,,,,
G9,13_95,Rota,Unknown,Undetermined,,,,,,
G10,13_95,Rota,Unknown,Undetermined,,,,,,
G11,13_96,Rota,Unknown,Undetermined,,,,,,
G12,13_96,Rota,Unknown,35.05,,7.61,,,,
H1,13_97,Rota,Unknown,Undetermined,,,,,,
H2,13_97,Rota,Unknown,Undetermined,,,,,,
H3,13_98,Rota,Unknown,Undetermined,,,,,,
H4,13_98,Rota,Unknown,35.65,,5.18,,,,
H5,13_99,Rota,Unknown,Undetermined,,,,,,
H6,13_99,Rota,Unknown,Undetermined,,,,,,
H7,13_100,Rota,Unknown,Undetermined,,,,,,
H8,13_100,Rota,Unknown,Undetermined,,,,,,
H9,13_101,Rota,Unknown,Undetermined,,,,,,
H10,13_101,Rota,Unknown,Undetermined,,,,,,
H11,13_102,Rota,Unknown,Undetermined,,,,,,
H12,13_102,Rota,Unknown,Undetermined,,,,,,
