Document Name: thika_8.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Thursday, January 17, 2019 15:40:38
Last Modified: Tuesday, February 05, 2019 14:00:39
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,3.24,,1.00e+010,,,,
A2,,Rota,Standard,3.27,,1.00e+010,,,,
A3,,Rota,Standard,10.33,,1.00e+008,,,,
A4,,Rota,Standard,9.97,,1.00e+008,,,,
A5,,Rota,Standard,18.02,,1.00e+006,,,,
A6,,Rota,Standard,18.02,,1.00e+006,,,,
A7,,Rota,Standard,20.10,,10000.00,,,,
A8,,Rota,Standard,20.07,,10000.00,,,,
A9,,Rota,Standard,26.91,,100.00,,,,
A10,,Rota,Standard,26.22,,100.00,,,,
A11,13_132,Rota,Unknown,Undetermined,,,,,,
A12,13_132,Rota,Unknown,Undetermined,,,,,,
B1,13_133,Rota,Unknown,Undetermined,,,,,,
B2,13_133,Rota,Unknown,Undetermined,,,,,,
B3,13_134,Rota,Unknown,Undetermined,,,,,,
B4,13_134,Rota,Unknown,Undetermined,,,,,,
B5,13_135,Rota,Unknown,Undetermined,,,,,,
B6,13_135,Rota,Unknown,Undetermined,,,,,,
B7,13_136,Rota,Unknown,Undetermined,,,,,,
B8,13_136,Rota,Unknown,Undetermined,,,,,,
B9,13_137,Rota,Unknown,Undetermined,,,,,,
B10,13_137,Rota,Unknown,Undetermined,,,,,,
B11,13_138,Rota,Unknown,32.69,0.023,9.16e-001,9.04e-001,1.68e-002,,
B12,13_138,Rota,Unknown,32.72,0.023,8.92e-001,9.04e-001,1.68e-002,,
C1,13_139,Rota,Unknown,Undetermined,,,,,,
C2,13_139,Rota,Unknown,Undetermined,,,,,,
C3,13_140,Rota,Unknown,Undetermined,,,,,,
C4,13_140,Rota,Unknown,Undetermined,,,,,,
C5,13_141,Rota,Unknown,Undetermined,,,,,,
C6,13_141,Rota,Unknown,Undetermined,,,,,,
C7,13_142,Rota,Unknown,Undetermined,,,,,,
C8,13_142,Rota,Unknown,Undetermined,,,,,,
C9,13_143,Rota,Unknown,Undetermined,,,,,,
C10,13_143,Rota,Unknown,Undetermined,,,,,,
C11,13_144,Rota,Unknown,Undetermined,,,,,,
C12,13_144,Rota,Unknown,Undetermined,,,,,,
D1,13_145,Rota,Unknown,Undetermined,,,,,,
D2,13_145,Rota,Unknown,Undetermined,,,,,,
D3,13_146,Rota,Unknown,Undetermined,,,,,,
D4,13_146,Rota,Unknown,Undetermined,,,,,,
D5,13_147,Rota,Unknown,Undetermined,,,,,,
D6,13_147,Rota,Unknown,Undetermined,,,,,,
D7,13_148,Rota,Unknown,Undetermined,,,,,,
D8,13_148,Rota,Unknown,Undetermined,,,,,,
D9,13_149,Rota,Unknown,Undetermined,,,,,,
D10,13_149,Rota,Unknown,Undetermined,,,,,,
D11,13_150,Rota,Unknown,Undetermined,,,,,,
D12,13_150,Rota,Unknown,Undetermined,,,,,,
E1,,Rota,NTC,Undetermined,,,,,,
E2,,Rota,NTC,Undetermined,,,,,,
