Document Name: thika_5.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Wednesday, January 16, 2019 09:54:53
Last Modified: Tuesday, February 05, 2019 13:58:12
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,2.74,,1.00e+010,,,,
A2,,Rota,Standard,3.07,,1.00e+010,,,,
A3,,Rota,Standard,8.66,,1.00e+008,,,,
A4,,Rota,Standard,8.85,,1.00e+008,,,,
A5,,Rota,Standard,16.72,,1.00e+006,,,,
A6,,Rota,Standard,17.34,,1.00e+006,,,,
A7,,Rota,Standard,20.18,,10000.00,,,,
A8,,Rota,Standard,20.17,,10000.00,,,,
A9,,Rota,Standard,24.94,,100.00,,,,
A10,,Rota,Standard,24.98,,100.00,,,,
A11,13_8,Rota,Unknown,Undetermined,,,,,,
A12,13_8,Rota,Unknown,Undetermined,,,,,,
B1,13_9,Rota,Unknown,34.52,0.085,7.69e-002,8.10e-002,5.72e-003,,
B2,13_9,Rota,Unknown,34.40,0.085,8.50e-002,8.10e-002,5.72e-003,,
B3,13_10,Rota,Unknown,33.75,0.567,1.46e-001,1.10e-001,5.01e-002,,
B4,13_10,Rota,Unknown,34.55,0.567,7.50e-002,1.10e-001,5.01e-002,,
B5,13_11,Rota,Unknown,Undetermined,,,,,,
B6,13_11,Rota,Unknown,Undetermined,,,,,,
B7,13_12,Rota,Unknown,Undetermined,,,,,,
B8,13_12,Rota,Unknown,Undetermined,,,,,,
B9,13_13,Rota,Unknown,Undetermined,,,,,,
B10,13_13,Rota,Unknown,Undetermined,,,,,,
B11,13_14,Rota,Unknown,Undetermined,,,,,,
B12,13_14,Rota,Unknown,Undetermined,,,,,,
C1,13_15,Rota,Unknown,Undetermined,,,,,,
C2,13_15,Rota,Unknown,Undetermined,,,,,,
C3,13_16,Rota,Unknown,30.07,0.391,3.08,2.51,8.01e-001,,
C4,13_16,Rota,Unknown,30.62,0.391,1.95,2.51,8.01e-001,,
C5,13_17,Rota,Unknown,Undetermined,,,,,,
C6,13_17,Rota,Unknown,Undetermined,,,,,,
C7,13_18,Rota,Unknown,32.38,1.044,4.55e-001,2.94e-001,2.27e-001,,
C8,13_18,Rota,Unknown,33.85,1.044,1.34e-001,2.94e-001,2.27e-001,,
C9,13_19,Rota,Unknown,38.55,1.235,2.72e-003,1.68e-003,1.47e-003,,
C10,13_19,Rota,Unknown,40.30,1.235,6.39e-004,1.68e-003,1.47e-003,,
C11,13_20,Rota,Unknown,Undetermined,,,,,,
C12,13_20,Rota,Unknown,Undetermined,,,,,,
D1,13_21,Rota,Unknown,Undetermined,,,,,,
D2,13_21,Rota,Unknown,Undetermined,,,,,,
D3,13_22,Rota,Unknown,Undetermined,,,,,,
D4,13_22,Rota,Unknown,Undetermined,,,,,,
D5,13_23,Rota,Unknown,Undetermined,,,,,,
D6,13_23,Rota,Unknown,Undetermined,,,,,,
D7,13_24,Rota,Unknown,Undetermined,,,,,,
