Document Name: Unc_8.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Tuesday, January 22, 2019 22:02:34
Last Modified: Tuesday, February 05, 2019 13:34:04
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,60.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,2.79,,1.00e+010,,,,
A2,,Rota,Standard,2.84,,1.00e+010,,,,
A3,,Rota,Standard,9.19,,1.00e+008,,,,
A4,,Rota,Standard,8.93,,1.00e+008,,,,
A5,,Rota,Standard,17.35,,1.00e+006,,,,
A6,,Rota,Standard,17.19,,1.00e+006,,,,
A7,,Rota,Standard,Undetermined,,,,,,
A8,,Rota,Standard,Undetermined,,,,,,
A9,,Rota,Standard,Undetermined,,,,,,
A10,,Rota,Standard,Undetermined,,,,,,
A11,,Rota,NTC,Undetermined,,,,,,
A12,,Rota,NTC,Undetermined,,,,,,
B1,13_145,Rota,Unknown,Undetermined,,,,,,
B2,13_145,Rota,Unknown,Undetermined,,,,,,
B3,13_146,Rota,Unknown,Undetermined,,,,,,
B4,13_146,Rota,Unknown,Undetermined,,,,,,
B5,13_147,Rota,Unknown,Undetermined,,,,,,
B6,13_147,Rota,Unknown,Undetermined,,,,,,
B7,13_148,Rota,Unknown,Undetermined,,,,,,
B8,13_148,Rota,Unknown,Undetermined,,,,,,
B9,13_149,Rota,Unknown,Undetermined,,,,,,
B10,13_149,Rota,Unknown,Undetermined,,,,,,
B11,13_150,Rota,Unknown,Undetermined,,,,,,
B12,13_150,Rota,Unknown,Undetermined,,,,,,
