Document Name: thog_8.sds 
Plate Type: Absolute Quantification
User: u0103892

Document Information

Operator: sa_abi7500
Run Date: Tuesday, January 29, 2019 15:24:15
Last Modified: Monday, February 04, 2019 16:40:43
Instrument Type: Applied Biosystems 7500 Fast Real-Time PCR System

Comments:
SDS v1.3.1

Thermal Cycler Profile
Stage,Repetitions,Temperature,Time,Ramp Rate,Auto Increment
1,1,50.0 °C,5:00,Auto,,
,,95.0 °C,0:20,Auto,,
2,45,95.0 °C,0:03,Auto,,
,,50.0 °C,0:30,Auto,,
Fast 7500 Mode
Data Collection :  Stage 2 Step 1
PCR Volume: 20 µL,

Well,Sample Name,Detector,Task,Ct,StdDev Ct,Qty,Mean Qty,StdDev Qty,Filtered,Tm
A1,,Rota,Standard,3.47,,1.00e+010,,,,
A2,,Rota,Standard,3.33,,1.00e+010,,,,
A3,,Rota,Standard,13.22,,1.00e+008,,,,
A5,,Rota,Standard,20.11,,1.00e+006,,,,
A6,,Rota,Standard,20.24,,1.00e+006,,,,
A7,,Rota,Standard,25.91,,10000.00,,,,
A8,,Rota,Standard,25.85,,10000.00,,,,
A9,,Rota,Standard,31.06,,100.00,,,,
A10,,Rota,Standard,31.28,,100.00,,,,
A11,,Rota,NTC,31.53,,,,,,
A12,,Rota,NTC,31.34,,,,,,
B1,13_145,Rota,Unknown,31.87,0.138,143.16,153.13,14.097,,
B2,13_145,Rota,Unknown,31.68,0.138,163.10,153.13,14.097,,
B4,13_146,Rota,Unknown,13.45,,3.17e+007,,,,
B5,13_147,Rota,Unknown,27.52,0.612,2612.95,2039.41,811.107,,
B6,13_147,Rota,Unknown,28.39,0.612,1465.87,2039.41,811.107,,
B7,13_148,Rota,Unknown,31.57,0.302,174.79,153.11,30.657,,
B8,13_148,Rota,Unknown,32.00,0.302,131.43,153.11,30.657,,
B9,13_149,Rota,Unknown,31.37,0.341,199.90,172.41,38.878,,
B10,13_149,Rota,Unknown,31.85,0.341,144.92,172.41,38.878,,
B11,13_150,Rota,Unknown,13.80,0.153,2.50e+007,2.33e+007,2.38e+006,,
B12,13_150,Rota,Unknown,14.02,0.153,2.16e+007,2.33e+007,2.38e+006,,
